network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
695,1,3,550.6901268221764,0,0.5640472982625232,1,0,0,0
600,2,4,614.7673033037679,1,0.2929771440101157,3,2,0,1
537,1,6,1569.7799376612347,0,0.294331407996629,4,1,1,1
700,2,6,1075.2545887391898,0,0.3447477356112199,0,1,0,0
369,1,4,495.1069640694744,0,0.3739503118946341,2,2,0,0
133,1,3,764.3136281060131,0,0.1765080107667372,0,0,0,0
602,1,5,483.1022792602412,1,0.7568360609835888,0,2,0,1
774,2,6,435.2514053743283,1,0.4915242993929268,1,1,0,0
472,2,5,333.10567603735467,0,0.5649070594567908,1,0,0,0
690,1,4,1426.4818930206925,1,0.1636783669168134,2,2,1,0
822,2,4,609.9795668939743,1,0.2369946772563636,2,1,1,0
827,1,5,182.600791597187,0,0.534282813825849,2,2,0,0
648,1,6,232.04281813328765,0,0.184318560717948,0,0,0,0
515,2,2,332.1617379694095,0,0.1288380111544743,2,0,0,0
450,1,3,35.9370612590887,0,0.0523751220682107,0,4,0,0
331,2,3,1754.2054615196928,1,0.2463151719981459,1,0,1,0
524,1,4,303.899685808791,0,0.6594291316218014,0,1,0,1
508,1,3,1059.5605709290487,1,0.3965998470751058,1,4,1,0
375,1,4,751.0704641090446,0,0.3154141528565056,0,1,0,0
538,1,2,1893.878778322394,1,0.1358157611556793,2,0,0,0
351,1,6,422.7136541465394,1,0.3051400887529421,0,0,0,1
235,1,4,707.5406124331982,1,0.6427711726472557,2,0,1,1
377,1,5,2111.4515052907686,1,0.3942707062742133,1,2,0,0
492,2,5,333.1175943039148,0,0.521708648204146,1,0,0,0
414,1,3,1140.4931365942734,0,0.1439108923657727,1,2,0,0
361,1,2,1125.5956505366066,1,0.4916801667875238,1,0,0,0
218,1,5,2110.3924896290905,0,0.4021693662745026,1,0,1,0
483,1,3,1564.86959374825,0,0.3716116436472375,2,3,1,0
652,2,5,809.6147408897701,0,0.5577467344691617,1,1,0,0
516,1,2,220.80128807544855,0,0.0387356180642175,1,3,0,0
208,2,4,888.504186997651,0,0.2243168127298458,0,0,0,0
438,1,5,258.8612772592104,0,0.5495190943041328,0,2,0,0
563,1,1,989.4685697992716,0,0.4770565572608589,1,1,1,0
768,1,3,898.8838062048696,1,0.1198983594330555,3,1,0,1
124,0,6,410.2608892417649,0,0.5561622564970375,1,1,0,0
523,1,6,161.37544455931692,1,0.5551873243606777,2,0,1,0
467,1,3,529.5397003425529,1,0.3033532515833488,1,4,0,0
634,2,4,251.73892022737948,1,0.133106865394931,1,0,1,0
340,1,3,550.1868198474817,1,0.7209109362034298,1,0,0,1
715,2,5,373.6651726764943,1,0.4545979326062555,0,3,0,0
504,1,3,1846.8407964846288,0,0.3446061217999998,1,0,0,0
880,2,1,981.4675184862346,0,0.3215805843415509,1,4,0,0
487,1,5,546.0076922202628,0,0.6454553334933457,2,0,0,1
358,2,4,437.5607691557677,1,0.0762406836643775,0,0,0,0
197,1,3,1366.9507334624514,0,0.5433013921166765,4,0,0,1
139,1,3,151.88742956013695,0,0.1898088435566197,2,0,0,1
183,2,5,872.8818683233015,1,0.3665738727893782,2,3,0,0
553,1,7,16.99141091215649,0,0.280917959752987,0,1,1,1
601,2,4,5.588041468397891,1,0.1975292185550093,4,1,0,1
183,2,4,2148.0573115682296,1,0.2202727374748247,2,0,0,0
403,2,4,302.806303676161,0,0.4090731846456722,2,4,0,1
529,1,1,1266.6115732795224,0,0.65382860431456,1,0,0,1
822,1,1,3350.643239219749,0,0.1687448501420014,1,0,1,1
679,1,6,28.015913637448904,0,0.3915596685172321,2,0,0,0
446,1,4,30.95997662361554,0,0.2095413375369513,3,0,0,1
321,1,3,1543.6156623357415,1,0.261054478781691,3,4,0,1
69,1,2,650.8335385808695,1,0.3707434869149555,1,2,0,0
356,1,7,1714.7011529861406,1,0.459464238080063,2,0,0,1
457,1,2,949.0191577128004,1,0.5108906008591716,3,2,0,1
302,1,3,508.78710906187007,0,0.1947744966595091,0,2,0,0
455,1,5,1237.7156248853803,0,0.2106114123576609,2,0,0,0
369,2,3,213.17238196579612,0,0.2070829597904025,0,1,1,0
533,1,4,996.8545262426474,0,0.6029917334860156,2,3,0,1
588,0,4,227.3182114550966,1,0.2306759091875678,3,0,0,1
281,1,7,498.2022380428576,0,0.6471679469397498,1,1,0,1
782,1,4,71.4427688454033,1,0.5136310387407882,0,0,0,0
480,1,1,485.5733250552237,0,0.3613852715360504,3,0,1,1
503,2,5,758.8498094659672,0,0.2482554180958137,1,2,0,0
641,1,5,662.8401062839341,0,0.5654836404701836,2,2,1,0
690,1,5,369.2415097845157,0,0.1942620374128476,1,3,0,0
572,1,4,1220.9532496211243,0,0.425569535368571,2,1,0,0
271,1,2,527.8125551733136,0,0.5847855312273254,0,0,0,0
493,1,1,811.614669648662,1,0.2986479961852551,3,2,0,1
458,1,5,652.6719792722398,0,0.3817241039120456,2,1,0,0
123,2,1,292.2445595462446,0,0.1462679687937673,1,1,0,0
390,0,3,1242.255383796165,0,0.0993737015442877,0,0,0,0
518,2,3,304.7071457935103,0,0.3620052151300043,1,0,0,0
531,0,4,434.0226714129956,1,0.4659930014907216,2,3,0,0
294,2,6,113.6405576102312,0,0.2061071778033767,0,0,0,0
326,2,3,826.8750355235761,0,0.4295180729973811,1,0,0,0
693,1,5,214.6038046597973,0,0.4896792371145813,1,1,0,0
855,1,7,466.9755258588081,0,0.384772447877433,0,0,0,1
261,1,9,3671.660436848008,1,0.194748386619808,1,0,0,1
683,1,2,329.0373631598965,1,0.332630018738044,1,1,0,0
700,2,4,83.88812756242851,1,0.0681059930916635,2,0,0,0
365,1,5,1057.7819060596294,1,0.1437583937307351,2,0,0,0
552,2,2,1196.678529942722,0,0.2655487014913278,0,2,0,0
473,2,3,2122.8083844621656,0,0.1020069529062365,1,0,0,0
662,1,3,100.94880383370734,0,0.4106027540753242,1,1,0,0
150,1,4,198.17704156512733,0,0.1314940171144519,0,4,0,1
760,2,2,407.91678221798986,0,0.2466213480902091,0,4,0,0
706,2,7,477.2487278870952,0,0.3885346404392066,3,0,0,1
725,1,4,95.8167036665328,0,0.1158721243153994,2,0,0,1
417,1,1,58.847249128884805,0,0.0286498160214181,3,2,0,1
457,1,2,281.5582898268278,0,0.1671090492254353,2,2,0,0
438,1,5,713.88077440411,0,0.4004873149310403,3,0,0,1
655,2,7,487.7012440777988,0,0.5515833844395108,2,1,0,1
779,1,4,86.9062185669321,1,0.1244536339312299,2,0,0,0
387,0,3,1119.719923438189,0,0.4252686984581754,1,0,0,0
458,1,3,802.2037431718454,1,0.3314830977173102,2,0,0,0
163,1,5,26.78751480926936,0,0.4336304968244265,1,0,0,0
338,1,7,3634.92598822124,1,0.4931270786462593,2,3,1,1
692,1,3,822.8741706362838,0,0.2157307322607656,1,1,0,0
253,1,4,1468.5534019180218,1,0.0671326044467622,1,1,0,0
494,1,4,682.0621600710793,1,0.4331398292778587,3,0,0,1
556,1,3,1734.2489632036977,1,0.2911322132329095,1,1,0,0
338,2,8,23.684575734501788,1,0.056490839079033,2,0,0,1
584,1,5,2322.766247206556,1,0.1908454974520197,2,1,0,0
405,2,8,47.12395302587219,0,0.534987818480003,2,1,1,1
497,1,3,822.6499605786012,1,0.0219061919711159,2,3,0,0
609,1,6,339.58946792353225,1,0.3040037545890554,1,0,0,0
501,2,5,32.08476029132795,0,0.7335796071801985,0,0,0,1
412,1,4,2119.3154638965657,0,0.2578525482575753,0,0,0,0
478,1,5,116.3514691713741,0,0.2763050161594562,2,0,0,0
482,1,3,1537.9184396403214,1,0.2837145752070619,1,0,0,0
425,1,1,320.7941104427692,0,0.4232568362692803,2,1,0,0
448,2,5,1081.2485064398238,0,0.5817317346883029,0,0,0,1
819,2,3,234.6605499799153,0,0.1261242407889776,2,0,0,0
612,1,6,700.5681736433208,0,0.7110252057720657,0,0,1,1
440,1,5,1285.767546451565,0,0.555271880127764,2,1,1,0
433,0,6,292.8638694612117,0,0.4009794652805073,1,0,0,0
734,2,1,212.6693924999261,1,0.1926490950494956,0,1,0,0
589,2,4,755.2227624093947,1,0.1635671309634911,2,0,0,0
274,1,3,229.6985123640189,0,0.0876655909795444,2,0,0,0
261,2,4,454.9802713108133,1,0.3534694172452822,2,0,0,0
846,0,2,59.67682062716554,0,0.1522323806992964,2,2,0,0
946,1,2,357.9238523543123,0,0.4994572649643031,3,2,1,1
627,2,3,219.02717525327424,1,0.2657326674242137,3,3,1,1
600,1,4,831.9311697429251,0,0.1750634657659432,2,4,0,1
139,1,1,745.669891357376,0,0.4321389302464674,2,0,0,0
342,1,3,34.01768620434416,0,0.2967402588735655,0,1,0,0
375,1,2,161.50961536276094,0,0.4890423892197181,1,0,0,0
405,1,2,672.1943360143098,0,0.4250257154387721,0,0,0,0
649,1,5,526.7405733587312,0,0.4886624894468309,2,0,0,0
914,2,2,224.85923011923325,0,0.3019065088602367,3,0,0,1
64,1,4,152.20605081449082,1,0.5406262464764913,1,2,0,1
442,2,8,357.5664990603386,0,0.3744879146567185,0,1,0,1
720,1,1,837.9883865575288,1,0.6363948074491816,3,0,0,1
891,1,2,891.4578476135473,0,0.0613307842652052,4,2,0,1
599,1,5,112.5446672534478,0,0.0592092556907315,1,4,0,1
406,1,5,476.3489026405167,0,0.2140476787413973,0,0,0,0
478,1,2,121.767249283306,1,0.2647546347510032,1,0,0,0
1028,1,3,1340.9783424938514,0,0.0792923817328214,3,2,0,1
199,1,7,70.08759883187935,1,0.3673495684939096,4,2,0,1
550,1,4,1115.7623221978931,0,0.5879081086847454,0,2,0,0
593,1,8,34.86724065542669,1,0.2058092082248085,0,0,1,1
717,1,4,1315.9862343357486,0,0.4401488100248499,2,0,0,0
561,2,5,311.3267569121166,1,0.517867960092115,1,0,0,0
421,1,7,416.0525384927196,0,0.5838034385099325,0,1,0,1
553,1,5,895.7475820977038,0,0.2635534516497795,1,0,0,0
431,1,3,164.27055339312795,1,0.1264796253565777,1,1,0,1
624,1,5,1768.1554752995871,0,0.6199674103519319,2,0,0,1
575,1,6,1142.1582010098175,0,0.2982843569415143,2,0,0,0
725,1,6,481.5917303109727,1,0.2713989818970537,3,1,1,1
489,2,4,507.3225450686557,0,0.4811201452210528,0,0,1,0
318,2,3,1497.4344490106523,1,0.3942432526574954,0,0,0,0
369,0,4,1541.4953867979596,0,0.2774444991252547,2,0,0,0
380,1,4,103.30893394595113,0,0.0781837784855355,0,4,0,1
774,1,5,1146.2658128025148,1,0.1777654946218952,2,0,0,0
72,2,3,178.46946204370383,0,0.0722384351808907,1,0,1,0
1127,2,8,9.802486949474948,1,0.0512973852536761,0,0,0,1
711,0,5,257.773581409769,1,0.3589714907752998,1,0,0,0
544,1,8,277.23101770069474,1,0.2109709649070835,2,3,0,1
489,2,4,1327.697264814373,1,0.6170939096474721,1,2,0,1
557,1,3,1085.066384537958,0,0.0740377010167081,1,0,0,0
604,1,3,70.78923294998145,0,0.1824614989199853,1,0,0,0
629,1,4,315.5742102995149,1,0.3573642552022987,3,2,0,1
611,1,3,231.5333639712944,0,0.2998699365317718,2,4,0,0
517,2,5,723.9942115257463,0,0.5207303346584922,1,0,0,0
460,1,2,623.8568812705597,0,0.1932974275916163,1,0,0,0
469,1,4,908.834047217611,0,0.4186008080497714,2,1,0,1
461,1,6,1932.870329354624,1,0.4259980233383907,4,0,0,1
726,1,2,437.2638815514416,1,0.1632168176449205,1,0,0,0
618,1,4,853.5141979641592,0,0.6320940732291296,3,0,0,1
64,1,5,2004.2751818793224,1,0.0717387882812307,2,2,0,0
631,1,7,624.1511392327435,0,0.0968227446009457,2,0,0,1
538,2,2,294.8603570850271,1,0.4543226532262834,2,0,0,0
422,1,3,1123.9371190853324,0,0.2062814185679008,1,0,0,0
724,1,3,1018.4044215884086,0,0.2747397183133879,2,0,0,0
689,1,7,1103.980776799967,1,0.3344691823468196,1,0,0,1
581,1,2,2025.18511464682,0,0.232682680388656,3,0,0,1
305,1,10,1155.1562228790417,0,0.3047555587677386,1,0,1,1
374,0,6,682.1114281617021,0,0.2858693944034586,1,0,0,1
672,1,3,826.6448699868228,0,0.4503974101203248,2,0,0,0
690,1,2,2746.6329131120942,1,0.069617587942604,1,2,0,0
602,0,3,1634.030353290245,0,0.1502026777731645,1,0,0,0
645,1,6,1201.7601940783543,1,0.3076594810922116,0,0,1,0
603,2,3,925.4542091674416,1,0.4549123363051682,1,2,0,1
586,0,4,635.4807469292047,0,0.098177919082388,2,2,0,1
660,1,1,45.364807893829294,1,0.0653331503337169,0,0,1,0
650,2,6,430.51189365564335,1,0.2887226428144187,0,2,1,1
641,2,1,1043.4457729187332,0,0.3921124752892237,2,2,0,0
570,1,2,1782.855575831214,1,0.1483516569915295,1,1,0,0
714,1,6,153.00879164171272,1,0.0711446085706533,4,1,0,1
494,2,4,225.55446698332364,1,0.3429183781238895,4,0,0,1
467,1,3,705.1872110920801,1,0.440901493032072,1,2,0,0
351,1,3,709.985541123931,1,0.1597567478371989,2,2,0,1
364,2,4,662.0313643759084,1,0.2597155234096197,2,2,0,0
471,1,2,196.9872381261274,0,0.0666432934677204,2,1,0,0
341,2,3,223.033911968344,0,0.3268841695105474,1,0,0,0
438,1,1,2390.8959486984995,0,0.1306290975810202,1,2,0,0
121,1,3,1028.3492118919962,1,0.0951223616717871,1,2,0,0
542,1,4,75.83060144346663,0,0.1717106712835891,2,2,0,0
500,1,1,201.7883898521781,1,0.6708318883040316,1,3,0,1
336,1,3,789.1892924540414,0,0.0602304409086797,2,0,0,1
631,1,1,266.66297946461214,1,0.1186546055137911,2,1,0,1
687,1,4,231.99703162383813,0,0.3572866165899333,2,1,0,0
178,0,4,180.86628648085428,0,0.1623895824014404,3,0,0,1
347,1,8,164.36753662610076,0,0.1249036126587659,0,2,0,1
312,1,5,1890.2828255954012,0,0.7352293816895316,1,0,0,1
665,1,3,358.44575461388166,0,0.4920799022946465,2,0,0,0
447,1,5,106.18476947046416,0,0.5408376755731232,3,0,0,1
99,2,2,2170.728090625344,1,0.3381046461339506,1,4,0,1
252,1,3,502.31539775708666,1,0.6220742955163605,2,2,0,1
511,1,5,1771.2290410466032,1,0.2570096551010792,0,0,1,0
555,1,3,565.9801704206527,0,0.1990866447793468,2,0,0,0
772,1,4,524.0630785271446,1,0.3696440581179728,2,2,0,0
536,1,5,396.6984786635998,1,0.1760926582957317,2,0,0,1
860,2,3,697.172700978288,0,0.2172860950230242,2,1,0,0
541,1,5,2655.5990111424912,0,0.1885695120034488,2,3,0,0
401,1,7,1195.4650897089305,0,0.2519200050831235,1,2,1,1
661,1,7,553.3679459766693,0,0.1560048605587536,0,1,0,1
305,1,4,1706.0153875872331,0,0.4116783329649334,1,0,0,0
595,1,2,434.93112842196496,1,0.3327078643609809,2,2,0,0
601,2,5,817.6389383967515,0,0.2716980563462115,2,0,1,0
712,1,5,158.2017693716261,0,0.5766818976275779,3,1,0,1
1051,1,4,866.0832378532724,0,0.1977592940204175,1,1,0,0
578,1,4,258.48815212408186,0,0.3619996364815966,2,0,0,0
398,1,5,1181.8614581620363,1,0.389755767821148,0,0,0,0
494,1,4,427.60322113528144,1,0.3870927747327053,1,0,0,1
146,1,1,406.5430165482656,1,0.3170637198851398,0,1,0,0
361,1,4,1098.1582435513387,1,0.1896574041708609,1,0,0,0
418,1,3,443.15163749081,0,0.5921717030304028,2,3,0,0
395,1,6,1001.4705173189764,1,0.5039419955071291,3,0,0,1
530,2,4,1545.1790244072072,1,0.8210666889327615,3,4,0,1
335,1,5,117.75997271734562,0,0.1120559160414449,0,0,0,0
724,1,4,521.6395011148342,0,0.1049988879047176,2,0,0,1
500,2,2,2319.051870129164,0,0.1582004159917506,2,0,0,0
498,2,3,1337.823159551812,0,0.20131127284166,2,4,0,0
434,2,3,2907.884798054921,0,0.2625544801615646,1,0,0,0
531,1,5,1574.6548397132483,0,0.664979018681813,1,1,0,1
665,2,9,297.1058470731925,0,0.3902982899898237,0,0,0,1
326,1,4,157.93445595907076,0,0.45413484357537,1,0,0,0
368,1,5,189.12671777614787,0,0.3854071267492174,1,1,0,0
439,1,6,195.5884834240461,0,0.7150060602358965,2,0,0,1
230,2,6,63.00636885841505,1,0.422807494035576,2,2,0,0
336,1,6,1898.363926570176,0,0.3326422452288726,1,0,0,0
552,1,6,1150.5472580006822,1,0.2331609610481361,0,2,0,0
538,2,3,315.1938173272051,0,0.4942357740364537,0,1,0,0
472,1,8,168.33642429255062,0,0.1863466074697458,1,0,0,1
578,2,1,857.3032854338237,0,0.1149295013765849,2,0,0,0
479,1,6,1263.9277374509118,1,0.4748690094866881,2,2,0,0
553,1,2,234.07712701955413,0,0.4300044591948838,0,0,0,0
383,2,3,688.4166924100587,1,0.1021648555003903,1,0,0,0
64,2,7,0.698350970196963,1,0.1559915659927132,0,0,0,1
473,2,4,261.01355762785244,0,0.1234389509814353,0,0,1,0
784,1,3,160.35631358762552,0,0.3714636928205795,1,0,1,0
693,1,2,529.1564992213112,1,0.5593254677883661,1,0,0,0
747,1,2,797.600545153021,0,0.0818792074501697,2,0,1,0
517,1,3,37.98894884651172,1,0.2268651565481574,2,0,0,0
539,1,3,118.69901924286007,0,0.34665377215726,3,0,1,1
436,1,6,201.9681347710942,0,0.5330651289043523,1,1,0,0
409,0,3,182.64236981802475,0,0.2693208832703737,1,0,0,0
620,1,3,667.5823816044341,0,0.4142212894214345,2,0,0,0
211,1,3,383.9255505624709,0,0.0792082318757816,0,0,0,0
64,1,5,547.4535984775703,0,0.4676401368467359,2,0,0,0
389,1,3,1335.403342292576,1,0.2094042433984437,0,0,0,0
255,2,3,558.2004234584857,1,0.1791684233287776,2,2,0,0
398,1,2,4276.147029902945,1,0.0580641331595183,0,0,0,0
409,1,2,185.7955291623067,0,0.5407679807598171,3,1,0,1
790,2,7,553.7481661206581,0,0.6255479042699568,2,2,0,1
565,2,2,1343.1063744712858,1,0.3123256690244331,3,0,1,1
560,1,7,197.02896582828143,1,0.1463805431108971,1,0,1,1
624,1,5,1045.7563038091118,0,0.5630848530509588,1,2,0,0
707,2,2,2286.6404373050136,0,0.2833442070942092,3,1,0,1
484,2,1,870.9970924628017,1,0.4460981968082064,0,0,0,0
634,2,6,141.93437129747278,0,0.1923338446585971,0,0,0,0
285,1,5,1659.0519963580934,0,0.1097019568334526,0,0,0,1
663,2,5,416.6051015588866,0,0.0822912505630509,1,1,0,0
319,1,4,2216.876699922645,0,0.58512384357917,2,3,1,0
326,1,2,343.1633843590764,1,0.2786765925988387,1,0,0,1
725,0,4,1419.9748909823804,1,0.1144341885756438,1,1,0,0
262,1,5,175.2736733227103,0,0.1969810022519751,1,0,0,1
319,1,4,23.34614861882958,0,0.2146674657513265,1,0,0,0
627,1,2,858.7545428327335,1,0.1448462191432299,1,0,0,0
620,1,3,41.30778562268438,0,0.1512314834662887,2,1,0,0
391,1,5,3009.074989413372,1,0.1636180132647808,3,2,0,1
467,1,1,221.67046288179887,0,0.2063462904707451,2,4,0,0
508,2,3,496.7423102406801,0,0.5614098235300413,3,3,0,1
299,0,5,759.6322157944295,0,0.035122356348218,1,0,0,0
397,1,3,353.49856244580803,0,0.1709916011220349,1,0,1,0
454,1,6,834.6332981040147,0,0.5843839552878819,3,0,0,1
64,1,3,1476.4184202200463,0,0.1018522773264954,2,0,0,1
461,1,4,460.1810056685142,1,0.2631445215456403,2,2,0,1
982,1,1,1764.5672794309776,1,0.4701380005959133,3,0,0,1
656,1,7,917.0481332032052,1,0.444219253174637,1,0,0,1
496,1,4,660.6212547674085,0,0.4185746011086789,1,0,0,0
447,2,1,99.66803702871356,1,0.1614841389772481,2,0,0,1
609,2,3,722.4469656287838,0,0.3069899505869428,3,1,0,1
263,2,2,1137.7175882865592,0,0.2205215127371987,3,0,0,1
643,2,3,603.9843308503029,0,0.1504016325530823,0,0,0,0
643,1,11,718.8179642277408,0,0.1454785699280975,2,0,0,1
587,1,6,1183.931123047695,0,0.3638211956272796,1,1,0,1
503,1,3,346.40092998845887,0,0.363232831177668,3,0,0,1
634,2,3,115.99390419075053,0,0.4399721256540156,2,0,0,0
618,2,6,1659.0817880143557,0,0.2361060176749347,1,0,0,0
429,2,2,2682.355037046712,0,0.2663915532686863,2,2,0,0
520,2,7,3709.311285558247,1,0.3930540240550854,3,3,0,1
809,1,4,311.7067718340531,0,0.2171565932040465,1,2,1,0
252,1,7,55.11495320212792,0,0.378656344340717,1,0,0,1
548,2,7,9.522595823607013,1,0.1432163151013066,1,0,1,1
455,1,5,1030.901780863688,0,0.2853590091033729,2,0,0,0
179,2,2,233.3913896977544,1,0.314923356120471,2,0,1,0
334,2,5,508.1004639395883,1,0.1162521745584818,1,0,0,0
479,1,5,2597.221708065913,1,0.1452205148596616,3,1,0,1
171,2,6,493.7998581843876,1,0.3981574854562083,3,1,0,1
464,1,1,116.7738964800424,1,0.1900833947912108,1,0,0,0
832,1,5,1941.1864897355188,0,0.2339038288934132,1,1,0,1
504,1,3,546.823138435057,0,0.5193857442343632,2,2,0,0
546,2,3,337.6499992015282,0,0.4154685880358222,1,0,0,1
247,1,3,82.00963659439739,1,0.2391374725377265,2,0,0,0
424,2,3,1174.6033903875352,0,0.1602308850978684,1,0,1,0
756,2,5,549.0765312179567,0,0.2846497238483305,0,4,0,1
277,2,2,345.56296512146764,0,0.3741149037104819,0,0,0,1
549,1,2,1063.2304404155136,1,0.2309266637445831,2,0,0,0
599,1,3,71.70711560979038,0,0.4564164243373956,3,0,1,1
728,1,3,177.74924092285505,0,0.4627669369033601,3,0,0,1
816,1,7,1681.1751604584497,0,0.4033771481966766,1,1,0,1
296,1,4,278.1216547587944,1,0.0401456843634094,2,2,0,0
337,1,3,184.4784079717516,0,0.4374681534673391,2,1,0,0
453,1,4,399.32187707913937,1,0.3799502126306147,2,4,0,1
593,1,4,55.46469288851959,0,0.8176903369344628,1,2,0,1
697,2,3,549.7010101030984,1,0.2265276210073734,2,2,0,0
484,1,1,2012.6695527985828,0,0.3557828729152028,1,2,0,0
436,2,4,1237.6752327049526,1,0.217446807326841,0,2,0,0
530,1,1,33.21926746211982,1,0.0749509742566089,3,0,0,1
332,1,4,285.0636190024445,0,0.1700934484825174,1,2,0,1
917,1,6,166.2535676678322,1,0.0476316944807609,0,2,0,0
178,1,1,55.42849302625873,0,0.1715289198441829,2,0,0,0
536,1,4,92.0060059823046,0,0.291163975577552,3,0,1,1
904,1,1,1910.0297612081968,1,0.2555152643844437,0,0,0,0
501,2,5,296.94743216441424,0,0.5213209579206688,3,1,0,1
461,2,3,398.3589458447329,0,0.0857660537097761,0,0,0,0
428,1,5,531.9601716472733,0,0.077162443225862,1,1,0,0
463,2,6,1092.9709807935344,1,0.77569914223851,0,0,1,1
774,1,4,1281.058636480012,0,0.4650992037861331,0,2,0,0
806,1,2,189.26481545542356,1,0.1095696485534554,3,1,0,1
215,2,5,286.55937372876235,1,0.53409691088112,0,1,0,0
446,2,4,300.291044241073,0,0.0736032211894924,2,1,1,0
414,2,3,471.4028545890607,0,0.6601006370081332,2,2,0,1
180,1,6,218.97713979486932,0,0.7080390197139885,2,4,0,1
592,2,5,1221.9979741305235,0,0.211257208882935,1,1,0,0
904,1,4,182.56509499713488,0,0.4712685423164634,0,0,0,0
227,1,1,990.7068083336936,0,0.2430376529396949,0,0,1,0
537,1,4,1283.565549888743,0,0.2360276830087374,3,0,0,1
585,1,5,571.1462362951147,0,0.1571540834888513,1,1,1,0
371,1,6,1184.07704444492,0,0.4435236494153115,1,0,0,0
860,1,8,128.21836398220557,1,0.5338006669443414,2,0,0,1
461,1,5,1439.9290379620654,0,0.1108692738368636,0,0,0,0
643,1,5,423.7905822698592,1,0.2069231643109438,1,2,0,0
241,1,3,676.7287552513835,0,0.2479970220806741,1,1,0,0
796,2,3,651.6805690012304,0,0.6531038594979962,1,0,0,1
571,2,2,654.5413921378301,0,0.3090505143497844,1,0,0,0
437,1,3,1583.771411765433,1,0.742988378263018,2,2,0,1
499,1,6,333.9398395559884,1,0.375509636912317,2,1,0,1
249,2,4,410.2809252237422,0,0.0446259087211038,1,0,0,1
620,1,5,585.998143017639,0,0.1090915656267847,0,0,0,0
409,1,2,508.9015726023897,0,0.4922661327489201,3,1,0,1
405,1,8,458.2768505857792,0,0.4909576977127087,1,0,0,1
553,1,6,175.9135498530667,0,0.3968497236645248,1,3,0,0
412,0,7,1431.9170550059837,0,0.3975070192035742,4,4,1,1
486,2,3,451.14734544177065,1,0.2395349742518932,1,2,0,1
919,1,1,292.30263593127853,1,0.5318738945698049,2,0,1,0
450,1,7,111.75385351327232,1,0.170420622349946,5,0,0,1
428,1,3,75.2268550610383,1,0.580267192283523,0,1,1,0
648,1,2,4263.588562509983,0,0.0887948308643384,2,0,1,1
463,1,4,1825.640961436202,0,0.5076018135765143,3,0,0,1
370,1,3,490.92396850902446,0,0.5206392839541938,1,0,0,0
783,1,6,1437.975143011365,1,0.4478552982258182,0,2,0,0
379,0,4,285.1219398781547,0,0.5203560623376134,1,1,0,1
126,1,2,705.5675816871113,0,0.3226632457384373,0,2,1,0
363,1,7,262.87859067963853,0,0.3534791400588454,3,2,0,1
658,1,3,869.8681895264899,0,0.4483620007549447,1,0,0,0
105,1,7,869.0493027063095,1,0.5415876831351433,2,0,1,1
257,1,3,539.1916603735372,0,0.0617950315856547,1,0,1,0
646,2,1,487.60754163393625,1,0.5021149385647122,1,2,0,0
502,0,6,588.9722282502024,0,0.3145572868966895,3,1,1,1
309,1,2,128.8656601623769,1,0.4291797516451361,2,4,0,0
418,1,2,1266.809968062989,1,0.2620414287147299,0,2,0,0
521,1,4,2914.277084317282,0,0.4039593300158097,2,0,0,0
616,1,5,225.51183909471965,1,0.2244034854057089,1,2,0,0
895,1,4,126.22951983140833,1,0.1531582781312958,1,0,0,0
823,1,2,570.2578227290419,1,0.3502804076482736,1,0,0,0
520,1,4,183.5401460451089,0,0.1892196599118834,2,0,0,1
320,1,2,493.83982383573664,0,0.3373926091196075,3,4,0,1
684,1,2,1135.1527696236728,0,0.044929793427608,1,0,0,0
474,2,3,2246.8882147375725,0,0.5353583100700683,0,0,0,0
802,2,7,249.85113116038423,1,0.4408014978072984,1,4,0,1
209,0,1,1197.6819606397248,0,0.476325205791598,1,0,0,0
497,2,11,432.9375075379106,0,0.206388336295165,1,0,0,1
249,1,4,873.5461064134851,0,0.2231740232186985,1,0,0,0
572,2,4,1086.993380429303,1,0.0650083589878845,1,2,0,0
415,1,4,1238.6652021440962,0,0.1937340148069083,1,1,1,0
539,2,5,3457.4889948900804,1,0.3984594270964741,2,2,0,0
580,2,7,202.6788981099312,0,0.5664855123912674,3,4,1,1
747,2,5,119.4072400172362,0,0.2568818535244025,1,2,0,0
285,2,5,1337.8260299707144,0,0.2655937468266501,1,0,0,1
636,2,6,705.2996332307733,0,0.4712504962024701,2,2,0,0
563,2,5,333.1314476119149,1,0.523378617637076,1,0,0,0
399,2,5,1448.325977194185,0,0.496732641703866,1,1,0,1
483,1,5,264.1766999159122,0,0.1791248165526196,1,4,0,1
569,1,5,274.94005953622656,0,0.4773410804555717,1,2,0,0
402,1,3,22.950139056120825,1,0.0597295623262776,1,0,0,1
364,2,3,232.30610762022965,0,0.674691932353934,2,4,0,1
282,1,1,282.5123952337194,0,0.1398387641688043,0,4,0,0
282,1,6,367.8887992207615,0,0.3724315925490843,1,0,0,0
270,2,1,195.0761065733711,1,0.4713304523633546,1,3,0,1
633,2,3,810.1554448788864,1,0.4739054355794603,2,1,0,0
303,2,5,633.8442604152791,0,0.225182352705793,1,0,0,1
407,1,4,990.4245849164232,1,0.8195502647829579,2,1,0,1
592,1,4,283.4481718508588,1,0.3855810450688269,2,2,0,0
